;CU;CU2
0;0.88;0.5641025641025641
1;0.8709677419354839;0.6428571428571428
2;0.6428571428571428;0.31034482758620685
3;0.8823529411764706;0.6
4;0.8235294117647058;0.48275862068965514
5;0.935483870967742;0.6904761904761905
6;0.9523809523809523;0.6451612903225806
7;0.9714285714285714;0.7391304347826086
8;1.0;0.6666666666666667
9;0.9259259259259259;0.6190476190476191
10;0.8076923076923077;0.5526315789473684
11;0.9090909090909091;0.5714285714285714
12;0.9565217391304348;0.6875
13;0.9655172413793104;0.717948717948718
14;1.0;0.7586206896551724
15;0.8392857142857143;0.6527777777777778
16;0.8387096774193549;0.5909090909090908
17;0.8064516129032258;0.5
18;0.875;0.7313432835820896
19;0.8064516129032258;0.5306122448979591
20;1.0;0.5675675675675675
21;0.967741935483871;0.7317073170731707
22;0.8620689655172413;0.5813953488372092
23;1.0;0.5294117647058824
24;1.0;0.6
25;0.9615384615384616;0.7142857142857143
26;0.8297872340425532;0.6610169491525424
27;0.7142857142857143;0.4651162790697675
28;1.0;0.5789473684210527
29;0.9459459459459459;0.7142857142857143
30;0.8461538461538461;0.5945945945945945
31;0.9130434782608696;0.5526315789473684
32;0.9565217391304348;0.7096774193548387
33;0.9565217391304348;0.7333333333333334
34;0.8620689655172413;0.6097560975609756
35;0.7586206896551724;0.5116279069767442
36;1.0;0.625
37;0.96875;0.6326530612244898
38;0.9;0.6428571428571428
39;0.9;0.627906976744186
40;0.88;0.5238095238095238
41;0.8823529411764706;0.4838709677419355
42;0.9090909090909091;0.625
43;0.8275862068965517;0.5333333333333333
44;0.8387096774193549;0.6
45;0.7692307692307692;0.3448275862068966
46;0.7619047619047619;0.48571428571428577
47;0.9;0.6585365853658536
48;0.84;0.4883720930232558
49;0.95;0.7755102040816326
50;0.95;0.7169811320754718
51;1.0;0.8085106382978724
52;1.0;0.6944444444444444
53;0.9259259259259259;0.6341463414634146
54;0.8823529411764706;0.5357142857142857
55;0.8823529411764706;0.5172413793103448
56;1.0;0.6060606060606061
57;0.962962962962963;0.6666666666666667
58;1.0;0.5161290322580645
59;1.0;0.6944444444444444
60;0.92;0.6486486486486487
61;0.8787878787878788;0.5800000000000001
62;1.0;0.5925925925925926
63;0.9444444444444444;0.6296296296296297
64;0.8333333333333334;0.5555555555555556
65;0.9545454545454546;0.5675675675675675
66;1.0;0.6
67;0.9705882352941176;0.75
68;0.9705882352941176;0.7391304347826086
69;0.7560975609756098;0.5961538461538461
70;0.8108108108108107;0.5882352941176471
71;0.8378378378378378;0.6739130434782609
72;0.9428571428571428;0.7333333333333334
73;0.8648648648648649;0.6037735849056604
74;0.8541666666666666;0.6833333333333333
75;0.8958333333333334;0.6825396825396826
76;0.9428571428571428;0.7021276595744681
77;0.8125;0.4814814814814815
78;0.6666666666666667;0.46808510638297873
79;0.92;0.6216216216216216
80;0.8125;0.4193548387096774
81;0.92;0.6388888888888888
82;0.8888888888888888;0.6666666666666667
83;0.935483870967742;0.6904761904761905
84;0.9666666666666667;0.6744186046511628
85;0.8888888888888888;0.42105263157894735
86;0.9032258064516129;0.6363636363636364
87;1.0;0.6666666666666667
88;0.8064516129032258;0.5434782608695652
89;0.967741935483871;0.7317073170731707
90;1.0;0.5686274509803921
91;0.8928571428571429;0.5952380952380952
92;0.9574468085106383;0.7142857142857143
93;0.9696969696969697;0.7619047619047619
94;0.8936170212765957;0.6935483870967742
95;0.9361702127659575;0.6376811594202898
96;0.9285714285714286;0.3421052631578947
97;0.6666666666666667;0.23076923076923073
98;1.0;0.5675675675675675
99;0.9473684210526316;0.679245283018868
100;1.0;0.76
101;1.0;0.7307692307692308
102;1.0;0.7142857142857143
103;0.8636363636363636;0.5428571428571429
104;0.8461538461538461;0.3548387096774194
105;1.0;0.52
106;0.8;0.5333333333333333
107;0.75;0.5
