;ArticleTitle;Question;Answer;DifficultyFromQuestioner;DifficultyFromAnswerer;ArticleFile;BT_Level;CharacterNumber;WordNumber;CommonWordNumber;UniqueWordNumber;TTR;CTTR;DMetric;SyllableNumber;SentenceNumber;MeanSentenceLength;FRES;FKGL;ARI;QA;inf_droberta;inf_minilm;inf_mpnet
0;Abraham_Lincoln;was abraham lincoln the sixteenth president of the united states ?;yes;easy;easy;S08_set3_a4;Knowledge;66;11;0.36363636363636365;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;19;1;66.0;-6.282272727272698;30.531818181818185;294.26;was abraham lincoln the sixteenth president of the united states ? yes;0.977901;0.9193108;0.9187995
1;Abraham_Lincoln;was abraham lincoln the sixteenth president of the united states ?;yes.;easy;easy;S08_set3_a4;Knowledge;66;11;0.36363636363636365;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;19;1;66.0;-6.282272727272698;30.531818181818185;294.26;was abraham lincoln the sixteenth president of the united states ? yes.;0.9528741;0.88046044;0.83777606
2;Abraham_Lincoln;did lincoln sign the national banking act of 1863 ?;yes;easy;medium;S08_set3_a4;Knowledge;51;10;0.5;10;1.0;2.23606797749979;0.0;12;1;51.0;53.550000000000026;18.460000000000004;244.36999999999998;did lincoln sign the national banking act of 1863 ? yes;0.9866855;0.9559302;0.94237494
3;Abraham_Lincoln;did lincoln sign the national banking act of 1863 ?;yes.;easy;easy;S08_set3_a4;Knowledge;51;10;0.5;10;1.0;2.23606797749979;0.0;12;1;51.0;53.550000000000026;18.460000000000004;244.36999999999998;did lincoln sign the national banking act of 1863 ? yes.;0.9786712;0.9271537;0.8341657
4;Abraham_Lincoln;did his mother die of pneumonia ?;no;easy;medium;S08_set3_a4;Synthesis;33;7;0.7142857142857143;7;1.0;1.8708286933869707;0.0;9;1;33.0;64.56857142857143;12.451428571428576;217.20285714285714;did his mother die of pneumonia ? no;0.9743308;0.9591032;0.96283555
5;Abraham_Lincoln;did his mother die of pneumonia ?;no.;easy;easy;S08_set3_a4;Synthesis;33;7;0.7142857142857143;7;1.0;1.8708286933869707;0.0;9;1;33.0;64.56857142857143;12.451428571428576;217.20285714285714;did his mother die of pneumonia ? no.;0.9645951;0.93931377;0.9409034
6;Abraham_Lincoln;how many long was lincoln 's formal education ?;18 months;medium;easy;S08_set3_a4;Knowledge;47;9;0.4444444444444444;9;1.0;2.121320343559643;0.0;13;1;47.0;36.93000000000001;19.78444444444445;248.1266666666667;how many long was lincoln 's formal education ? 18 months;0.9670853;0.9578876;0.9301356
7;Abraham_Lincoln;how many long was lincoln 's formal education ?;18 months.;medium;medium;S08_set3_a4;Knowledge;47;9;0.4444444444444444;9;1.0;2.121320343559643;0.0;13;1;47.0;36.93000000000001;19.78444444444445;248.1266666666667;how many long was lincoln 's formal education ? 18 months.;0.9548139;0.8807523;0.88088703
8;Abraham_Lincoln;when did lincoln begin his political career ?;1832;medium;easy;S08_set3_a4;Knowledge;45;8;0.5;8;1.0;2.0;0.0;13;1;45.0;23.68500000000003;21.135;266.0975;when did lincoln begin his political career ? 1832;0.9253819;0.9328638;0.9118919
9;Abraham_Lincoln;when did lincoln begin his political career ?;1832.;medium;medium;S08_set3_a4;Knowledge;45;8;0.5;8;1.0;2.0;0.0;13;1;45.0;23.68500000000003;21.135;266.0975;when did lincoln begin his political career ? 1832.;0.91844356;0.8421804;0.8516911
10;Abraham_Lincoln;what did the legal tender act of 1862 establish ?;the united states note , the first paper currency in united states history;medium;easy;S08_set3_a4;Knowledge;49;10;0.5;10;1.0;2.23606797749979;0.0;12;1;49.0;55.58000000000003;17.680000000000003;233.95000000000002;what did the legal tender act of 1862 establish ? the united states note , the first paper currency in united states history;0.8827859;0.76202226;0.76985395
11;Abraham_Lincoln;what did the legal tender act of 1862 establish ?;the united states note , the first paper currency in united states history.;medium;medium;S08_set3_a4;Knowledge;49;10;0.5;10;1.0;2.23606797749979;0.0;12;1;49.0;55.58000000000003;17.680000000000003;233.95000000000002;what did the legal tender act of 1862 establish ? the united states note , the first paper currency in united states history.;0.8396616;0.6850331;0.774749
12;Abraham_Lincoln;who suggested lincoln grow a beard ?;11-year-old grace bedell;hard;medium;S08_set3_a4;Synthesis;36;7;0.42857142857142855;7;1.0;1.8708286933869707;0.0;9;1;36.0;61.523571428571444;13.621428571428574;238.88857142857145;who suggested lincoln grow a beard ? 11-year-old grace bedell;0.8282378;0.70276004;0.71128476
13;Abraham_Lincoln;who suggested lincoln grow a beard ?;grace bedell.;hard;medium;S08_set3_a4;Synthesis;36;7;0.42857142857142855;7;1.0;1.8708286933869707;0.0;9;1;36.0;61.523571428571444;13.621428571428574;238.88857142857145;who suggested lincoln grow a beard ? grace bedell.;0.92525643;0.8321143;0.84200954
14;Abraham_Lincoln;when did the gettysburg address argue that america was born ?;1776;hard;hard;S08_set3_a4;Knowledge;61;11;0.5454545454545454;11;1.0;2.345207879911715;0.0;17;1;61.0;14.174545454545495;26.43636363636364;270.3509090909091;when did the gettysburg address argue that america was born ? 1776;0.94346505;0.9543224;0.9539299
15;Abraham_Lincoln;when did the gettysburg address argue that america was born ?;1776.;hard;hard;S08_set3_a4;Knowledge;61;11;0.5454545454545454;11;1.0;2.345207879911715;0.0;17;1;61.0;14.174545454545495;26.43636363636364;270.3509090909091;when did the gettysburg address argue that america was born ? 1776.;0.9281534;0.9018389;0.9062083
16;Abraham_Lincoln;did lincoln beat john c. breckinridge in the 1860 election ?;yes;hard;medium;S08_set3_a4;Analysis;60;11;0.36363636363636365;11;1.0;2.345207879911715;0.0;14;2;30.0;68.71227272727276;11.128181818181819;250.56909090909093;did lincoln beat john c. breckinridge in the 1860 election ? yes;0.98152816;0.95370805;0.9716407
17;Abraham_Lincoln;did lincoln beat john c. breckinridge in the 1860 election ?;yes.;hard;hard;S08_set3_a4;Analysis;60;11;0.36363636363636365;11;1.0;2.345207879911715;0.0;14;2;30.0;68.71227272727276;11.128181818181819;250.56909090909093;did lincoln beat john c. breckinridge in the 1860 election ? yes.;0.9638463;0.9267122;0.9093449
18;Abraham_Lincoln;was abraham lincoln the first president of the united states ?;no;easy;easy;S08_set3_a4;Knowledge;62;11;0.45454545454545453;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;18;1;62.0;5.468636363636392;27.899090909090905;275.1327272727273;was abraham lincoln the first president of the united states ? no;0.9707037;0.8879147;0.9080356
19;Abraham_Lincoln;was abraham lincoln the first president of the united states ?;no;easy;medium;S08_set3_a4;Knowledge;62;11;0.45454545454545453;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;18;1;62.0;5.468636363636392;27.899090909090905;275.1327272727273;was abraham lincoln the first president of the united states ? no;0.9707037;0.8879147;0.9080356
20;Abraham_Lincoln;did lincoln start his political career in 1832 ?;yes;easy;easy;S08_set3_a4;Comprehension;48;9;0.4444444444444444;9;1.0;2.121320343559643;0.0;12;1;48.0;45.31500000000001;18.863333333333333;253.86000000000004;did lincoln start his political career in 1832 ? yes;0.98196375;0.9240811;0.9323632
21;Abraham_Lincoln;did lincoln start his political career in 1832 ?;yes;easy;easy;S08_set3_a4;Comprehension;48;9;0.4444444444444444;9;1.0;2.121320343559643;0.0;12;1;48.0;45.31500000000001;18.863333333333333;253.86000000000004;did lincoln start his political career in 1832 ? yes;0.98196375;0.9240811;0.9323632
22;Abraham_Lincoln;did lincoln ever represent alton & sangamon railroad ?;yes;easy;easy;S08_set3_a4;Analysis;54;9;0.3333333333333333;9;1.0;2.121320343559643;0.0;15;1;54.0;11.025000000000006;25.136666666666674;288.26000000000005;did lincoln ever represent alton & sangamon railroad ? yes;0.9904343;0.9765164;0.9679589
23;Abraham_Lincoln;did lincoln ever represent alton & sangamon railroad ?;yes;easy;easy;S08_set3_a4;Analysis;54;9;0.3333333333333333;9;1.0;2.121320343559643;0.0;15;1;54.0;11.025000000000006;25.136666666666674;288.26000000000005;did lincoln ever represent alton & sangamon railroad ? yes;0.9904343;0.9765164;0.9679589
24;Abraham_Lincoln;which county was lincoln born in ?;hardin county;medium;medium;S08_set3_a4;Knowledge;34;7;0.5714285714285714;7;1.0;1.8708286933869707;0.0;8;1;34.0;75.63928571428573;11.155714285714286;224.43142857142857;which county was lincoln born in ? hardin county;0.85232306;0.9016715;0.84082985
25;Abraham_Lincoln;which county was lincoln born in ?;southeast hardin county , kentucky;medium;medium;S08_set3_a4;Knowledge;34;7;0.5714285714285714;7;1.0;1.8708286933869707;0.0;8;1;34.0;75.63928571428573;11.155714285714286;224.43142857142857;which county was lincoln born in ? southeast hardin county , kentucky;0.8459201;0.84288716;0.7411022
26;Abraham_Lincoln;when did lincoln first serve as president ?;march 4 , 1861;medium;hard;S08_set3_a4;Knowledge;43;8;0.625;8;1.0;2.0;0.0;11;1;43.0;46.86500000000001;17.405000000000005;253.32250000000002;when did lincoln first serve as president ? march 4 , 1861;0.9091172;0.8749463;0.85538274
27;Abraham_Lincoln;when did lincoln first serve as president ?;march 4 , 1861;medium;medium;S08_set3_a4;Knowledge;43;8;0.625;8;1.0;2.0;0.0;11;1;43.0;46.86500000000001;17.405000000000005;253.32250000000002;when did lincoln first serve as president ? march 4 , 1861;0.9091172;0.8749463;0.85538274
28;Abraham_Lincoln;who assassinated lincoln ?;john wilkes booth;medium;hard;S08_set3_a4;Knowledge;26;4;0.25;4;1.0;1.414213562373095;0.0;8;1;26.0;11.245000000000033;18.150000000000002;297.81000000000006;who assassinated lincoln ? john wilkes booth;0.878978;0.80653363;0.83473754
29;Abraham_Lincoln;who assassinated lincoln ?;john wilkes booth;medium;hard;S08_set3_a4;Knowledge;26;4;0.25;4;1.0;1.414213562373095;0.0;8;1;26.0;11.245000000000033;18.150000000000002;297.81000000000006;who assassinated lincoln ? john wilkes booth;0.878978;0.80653363;0.83473754
30;Abraham_Lincoln;did lincoln win the election of 1860 ?;yes;hard;hard;S08_set3_a4;Comprehension;38;8;0.5;8;1.0;2.0;0.0;9;1;38.0;73.09000000000002;12.504999999999999;221.385;did lincoln win the election of 1860 ? yes;0.9821538;0.9149995;0.9252343
31;Abraham_Lincoln;did lincoln win the election of 1860 ?;yes;hard;too hard;S08_set3_a4;Comprehension;38;8;0.5;8;1.0;2.0;0.0;9;1;38.0;73.09000000000002;12.504999999999999;221.385;did lincoln win the election of 1860 ? yes;0.9821538;0.9149995;0.9252343
32;Abraham_Lincoln;who was the general in charge at the battle of antietam ?;general mcclellan;hard;medium;S08_set3_a4;Knowledge;57;12;0.75;11;0.9166666666666666;2.2453655975512468;0.015151515151515152;17;1;57.0;29.130000000000038;23.356666666666673;230.88500000000002;who was the general in charge at the battle of antietam ? general mcclellan;0.88812494;0.8680858;0.8530061
33;Abraham_Lincoln;who was the general in charge at the battle of antietam ?;john alexander mcclernand;hard;medium;S08_set3_a4;Knowledge;57;12;0.75;11;0.9166666666666666;2.2453655975512468;0.015151515151515152;17;1;57.0;29.130000000000038;23.356666666666673;230.88500000000002;who was the general in charge at the battle of antietam ? john alexander mcclernand;0.8930228;0.8827622;0.8685473
34;Abraham_Lincoln;why did lincoln issue the emancipation proclamation ?;to free slaves;hard;hard;S08_set3_a4;Comprehension;53;8;0.375;8;1.0;2.0;0.0;16;1;53.0;-16.159999999999968;28.680000000000003;317.19750000000005;why did lincoln issue the emancipation proclamation ? to free slaves;0.947326;0.9163993;0.87660486
35;Abraham_Lincoln;why did lincoln issue the emancipation proclamation ?;the goal was to weaken the rebellion , which was led and controlled by slave owners.;hard;hard;S08_set3_a4;Comprehension;53;8;0.375;8;1.0;2.0;0.0;16;1;53.0;-16.159999999999968;28.680000000000003;317.19750000000005;why did lincoln issue the emancipation proclamation ? the goal was to weaken the rebellion , which was led and controlled by slave owners.;0.9141182;0.7367638;0.70666134
36;Abraham_Lincoln;do scholars rank lincoln among the top three presidents ?;yes;easy;easy;S08_set3_a4;Evaluation;57;10;0.5;10;1.0;2.23606797749979;0.0;14;1;57.0;30.540000000000035;23.16;275.63000000000005;do scholars rank lincoln among the top three presidents ? yes;0.98560673;0.96187454;0.9653745
37;Abraham_Lincoln;did lincoln have 18 months of schooling ?;yes;easy;easy;S08_set3_a4;Comprehension;41;8;0.375;8;1.0;2.0;0.0;9;1;41.0;70.04500000000003;13.675;240.54750000000004;did lincoln have 18 months of schooling ? yes;0.98489046;0.9573941;0.93618476
38;Abraham_Lincoln;was lincoln chosen as a presidential candidate in 1860 ?;yes;easy;easy;S08_set3_a4;Synthesis;56;10;0.4;10;1.0;2.23606797749979;0.0;16;1;56.0;14.63500000000002;25.13;270.42;was lincoln chosen as a presidential candidate in 1860 ? yes;0.97934794;0.9344958;0.93292177
39;Abraham_Lincoln;how old was lincoln in 1816 ?;seven;medium;medium;S08_set3_a4;Knowledge;29;7;0.5714285714285714;7;1.0;1.8708286933869707;0.0;6;1;29.0;104.8857142857143;5.834285714285716;188.28857142857143;how old was lincoln in 1816 ? seven;0.9439622;0.9657225;0.9400543
40;Abraham_Lincoln;when was the first photgraph of lincoln taken ?;1846;medium;medium;S08_set3_a4;Knowledge;47;9;0.5555555555555556;9;1.0;2.121320343559643;0.0;11;1;47.0;55.730000000000004;17.16222222222223;248.1266666666667;when was the first photgraph of lincoln taken ? 1846;0.95745665;0.97055745;0.9684806
41;Abraham_Lincoln;how long was lincoln 's legal career ?;23 years;medium;medium;S08_set3_a4;Knowledge;38;8;0.375;8;1.0;2.0;0.0;9;1;38.0;73.09000000000002;12.504999999999999;221.385;how long was lincoln 's legal career ? 23 years;0.969697;0.9349781;0.9194698
42;Abraham_Lincoln;what trail did lincoln use a farmers ' almanac in ?;he defended william `` duff '' armstrong;hard;hard;S08_set3_a4;Knowledge;51;11;0.45454545454545453;11;1.0;2.345207879911715;0.0;14;1;51.0;47.397272727272764;19.318181818181817;222.53272727272727;what trail did lincoln use a farmers ' almanac in ? he defended william `` duff '' armstrong;0.8245341;0.7222487;0.7862372
43;Abraham_Lincoln;did abraham lincoln live in the frontier ?;yes;hard;medium;S08_set3_a4;Knowledge;42;8;0.5;8;1.0;2.0;0.0;12;1;42.0;37.30500000000002;18.49;246.93499999999997;did abraham lincoln live in the frontier ? yes;0.9833327;0.92607033;0.90647066
